,방송일시,노출(분),마더코드,상품코드,상품명,상품군,판매단가,취급액,날짜,이익,누적노출
10109,2019-04-10 09:40:00,20,100097,200265,무이자 올리고 가스와이드그릴레인지 프리미엄형,주방,129000,18292000,2019-04-10 00:00:00,18292000,60
10112,2019-04-10 10:40:00,20,100783,202293,엔셀라두스 밴딩팬츠 3종,의류,29000,38324000,2019-04-10 00:00:00,38324000,60
10115,2019-04-10 11:40:00,20,100780,202279,쿠미투니카 퍼펙트클린 레이스 브라팬티,속옷,89900,31659000,2019-04-10 00:00:00,31659000,60
10118,2019-04-10 12:40:00,20,100849,202510,멋진밥상 흥양농협 쌀 20kg,농수축,59900,55642000,2019-04-10 00:00:00,55642000,60
10123,2019-04-10 13:40:00,20,100251,200845,K-SWISS 남성에어핏트랙수트,의류,89000,36653000,2019-04-10 00:00:00,36653000,60
10124,2019-04-10 13:40:00,20,100251,200856,K-SWISS 여성에어핏트랙수트,의류,89000,20837000,2019-04-10 00:00:00,20837000,60
10130,2019-04-10 14:40:00,20,100516,201580,무이자 해피콜 크로커다일 IH후라이팬,주방,99000,14064000,2019-04-10 00:00:00,14064000,60
10129,2019-04-10 14:40:00,20,100516,201581,일시불  해피콜 크로커다일 IH 후라이팬,주방,90000,28838000,2019-04-10 00:00:00,28838000,60
10133,2019-04-10 15:40:00,20,100080,200219,아키 풀커버 라이크라 레이스 패키지(106차),속옷,89900,46748000,2019-04-10 00:00:00,46748000,60
10136,2019-04-10 16:40:00,20,100088,200236,에코라믹 통주물 스톤 냄비세트,주방,60900,52042000,2019-04-10 00:00:00,52042000,60
10139,2019-04-10 17:40:00,20,100492,201485,피시원 국내산 손질꽃게 7팩,농수축,59900,44162000,2019-04-10 00:00:00,44162000,60
10147,2019-04-10 18:40:00,20,100224,200778,리복 델타 피트니스 트렁크 8종,속옷,89000,5450000,2019-04-10 00:00:00,5450000,60
10146,2019-04-10 18:40:00,20,100224,200781,리복 스피드윅 드로즈 12종,속옷,89000,22375000,2019-04-10 00:00:00,22375000,60
10148,2019-04-10 18:40:00,20,100224,200782,리복 스피드윅 런닝 6종,속옷,89000,8285000,2019-04-10 00:00:00,8285000,60
10151,2019-04-10 19:40:00,20,100809,202394,CERINI by PAT 남성 캐주얼 셔츠 4종,의류,69900,39304000,2019-04-10 00:00:00,39304000,60
10154,2019-04-10 20:40:00,20,100808,202378,CERINI by PAT 남성 스프링 릴렉스 팬츠 3종,의류,69900,63444000,2019-04-10 00:00:00,63444000,60
10159,2019-04-10 21:40:00,20,100579,201769,일시불 삼성 엑티브워시 세탁기14kg WA14N6781TG,가전,509000,33866000,2019-04-10 00:00:00,33866000,60
10160,2019-04-10 21:40:00,20,100579,201717,무이자 삼성 엑티브워시 세탁기14kg WA14N6781TG,가전,569000,14549000,2019-04-10 00:00:00,14549000,60
10179,2019-04-10 22:40:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,58784000,2019-04-10 00:00:00,58784000,60
10180,2019-04-10 22:40:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,23851000,2019-04-10 00:00:00,23851000,60
10181,2019-04-10 22:40:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,6223000,2019-04-10 00:00:00,6223000,60
10184,2019-04-10 22:40:00,20,100148,200456,무이자 LG 울트라HD TV 75UK6200KNB,가전,3090000,50000,2019-04-10 00:00:00,50000,60
10177,2019-04-10 22:40:00,20,100148,200501,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000,3248000,2019-04-10 00:00:00,3248000,60
10182,2019-04-10 22:40:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,50000,2019-04-10 00:00:00,50000,60
10183,2019-04-10 22:40:00,20,100148,200524,일시불 LG 울트라HD TV 75UK6200KNB,가전,2800000,50000,2019-04-10 00:00:00,50000,60
10178,2019-04-10 22:40:00,20,100148,200434,무이자 LG 울트라HD TV 55UK6800HNC,가전,1430000,24694000,2019-04-10 00:00:00,24694000,60
10197,2019-04-10 23:40:00,20,100205,200717,(일)보루네오 유로탑 가죽 침대 슈퍼싱글,가구,589000,8140000,2019-04-10 00:00:00,8140000,60
10198,2019-04-10 23:40:00,20,100205,200700,(무)보루네오 유로탑 가죽 침대 슈퍼싱글,가구,649000,7267000,2019-04-10 00:00:00,7267000,60
10199,2019-04-10 23:40:00,20,100205,200718,(일)보루네오 유로탑 가죽 침대 퀸,가구,639000,14111000,2019-04-10 00:00:00,14111000,60
10200,2019-04-10 23:40:00,20,100205,200701,(무)보루네오 유로탑 가죽 침대 퀸,가구,699000,1975000,2019-04-10 00:00:00,1975000,60
10201,2019-04-10 23:40:00,20,100205,200719,(일)보루네오 유로탑 가죽 침대 킹,가구,689000,9560000,2019-04-10 00:00:00,9560000,60
10202,2019-04-10 23:40:00,20,100205,200702,(무)보루네오 유로탑 가죽 침대 킹,가구,749000,6243000,2019-04-10 00:00:00,6243000,60
10207,2019-04-11 00:40:00,20,100374,201198,19 SS USPA  남성 화이트라벨 폴로셔츠 3종,의류,79000,18692000,2019-04-11 00:00:00,18692000,60
10208,2019-04-11 00:40:00,20,100374,201199,19 SS USPA  여성 화이트라벨 폴로셔츠 3종,의류,79000,18627000,2019-04-11 00:00:00,18627000,60
10213,2019-04-11 01:40:00,20,100464,201427,디키즈 성인 스테디움점퍼세트,의류,59000,10386000,2019-04-11 00:00:00,10386000,60
10214,2019-04-11 01:40:00,20,100464,201431,디키즈 아동 스테디움점퍼세트,의류,54000,1744000,2019-04-11 00:00:00,1744000,60
10219,2019-04-11 06:40:00,20,100115,200315,일시불 메디컬드림 롤링마사지기 (KMD-970),생활용품,100000,20321000,2019-04-11 00:00:00,20321000,60
10220,2019-04-11 06:40:00,20,100115,200314,무이자 메디컬드림 롤링마사지기 (KMD-970),생활용품,108000,6126000,2019-04-11 00:00:00,6126000,60
10223,2019-04-11 07:40:00,20,100478,201453,파뷔에 항균도마 1+1세트,주방,49800,57362000,2019-04-11 00:00:00,57362000,60
10229,2019-04-11 08:40:00,20,100596,201830,컬럼비아 여성 베이스레이어 5종,속옷,69000,9553000,2019-04-11 00:00:00,9553000,60
10228,2019-04-11 08:40:00,20,100596,201828,컬럼비아 남성 베이스레이어 5종,속옷,79000,23442000,2019-04-11 00:00:00,23442000,60
10232,2019-04-11 09:40:00,20,100466,201432,디키즈 윈드브레이커1종,의류,44000,50885000,2019-04-11 00:00:00,50885000,60
10235,2019-04-11 10:40:00,20,100635,201945,바로바로 무선청소기,생활용품,89000,43706000,2019-04-11 00:00:00,43706000,60
10241,2019-04-11 11:40:00,20,100749,202194,레코바 여성 다이얼워킹화세트,잡화,54900,18159000,2019-04-11 00:00:00,18159000,60
10240,2019-04-11 11:40:00,20,100749,202190,레코바 남성 다이얼워킹화세트,잡화,54900,21072000,2019-04-11 00:00:00,21072000,60
10244,2019-04-11 12:40:00,20,100213,200758,스포메틱스 트리플 샤이닝 쿠션(이데베논앰플),이미용,59900,16445000,2019-04-11 00:00:00,16445000,60
10247,2019-04-11 13:40:00,20,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800,36363000,2019-04-11 00:00:00,36363000,60
10250,2019-04-11 14:40:00,20,100849,202510,멋진밥상 흥양농협 쌀 20kg,농수축,59900,47397000,2019-04-11 00:00:00,47397000,60
10252,2019-04-11 15:30:00,30,100081,200218,아키 조끼형 더블보정 란쥬 쉐이퍼(96차),속옷,79900,53339000,2019-04-11 00:00:00,53339000,60
10258,2019-04-11 16:40:00,20,100515,201579,무이자  해피콜 아르마이드 IH 냄비,주방,119000,9312000,2019-04-11 00:00:00,9312000,60
10257,2019-04-11 16:40:00,20,100515,201583,일시불 해피콜 아르마이드 IH 냄비,주방,114000,22925000,2019-04-11 00:00:00,22925000,60
10261,2019-04-11 17:40:00,20,100322,201479,국내산 손질갑오징어 8팩,농수축,49900,66297000,2019-04-11 00:00:00,66297000,60
10267,2019-04-11 18:40:00,20,100097,200265,무이자 올리고 가스와이드그릴레인지 프리미엄형,주방,129000,14242000,2019-04-11 00:00:00,14242000,60
10266,2019-04-11 18:40:00,20,100097,200269,일시불 올리고 가스와이드그릴  프리미엄형,주방,119000,29283000,2019-04-11 00:00:00,29283000,60
10275,2019-04-11 19:40:00,20,100205,200732,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,가구,598000,28381000,2019-04-11 00:00:00,28381000,60
10276,2019-04-11 19:40:00,20,100205,200731,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,가구,648000,41588000,2019-04-11 00:00:00,41588000,60
10274,2019-04-11 19:40:00,20,100205,200733,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,가구,548000,42801000,2019-04-11 00:00:00,42801000,60
10281,2019-04-11 20:40:00,20,100579,201769,일시불 삼성 엑티브워시 세탁기14kg WA14N6781TG,가전,509000,23402000,2019-04-11 00:00:00,23402000,60
10282,2019-04-11 20:40:00,20,100579,201717,무이자 삼성 엑티브워시 세탁기14kg WA14N6781TG,가전,569000,21076000,2019-04-11 00:00:00,21076000,60
10285,2019-04-11 21:40:00,20,100717,202102,로베르타 디 까메리노 Y밸런스업 지퍼쉐이핑 란쥬,속옷,99900,60004000,2019-04-11 00:00:00,60004000,60
10291,2019-04-11 22:40:00,20,100574,201683,무이자 삼성 5도어 냉장고 H9000 RH81M8011S9,가전,1619000,26773000,2019-04-11 00:00:00,26773000,60
10290,2019-04-11 22:40:00,20,100574,201736,일시불 삼성 5도어 냉장고 H9000 RH81M8011S9,가전,1469000,18182000,2019-04-11 00:00:00,18182000,60
10307,2019-04-11 23:40:00,20,100575,201688,무이자 삼성 UHD TV UN65NU7050F,가전,1800000,27213000,2019-04-11 00:00:00,27213000,60
10306,2019-04-11 23:40:00,20,100575,201742,일시불 삼성 UHD TV UN65NU7050F,가전,1700000,10297000,2019-04-11 00:00:00,10297000,60
10304,2019-04-11 23:40:00,20,100575,201738,일시불 삼성 UHD TV UN55NU7050F,가전,1000000,3051000,2019-04-11 00:00:00,3051000,60
10309,2019-04-11 23:40:00,20,100575,201692,무이자 삼성 UHD TV UN75NU7050F,가전,2880000,26183000,2019-04-11 00:00:00,26183000,60
10305,2019-04-11 23:40:00,20,100575,201685,무이자 삼성 UHD TV UN55NU7050F,가전,1080000,6538000,2019-04-11 00:00:00,6538000,60
10308,2019-04-11 23:40:00,20,100575,201746,일시불 삼성 UHD TV UN75NU7050F,가전,2700000,8205000,2019-04-11 00:00:00,8205000,60
10318,2019-04-12 01:40:00,20,100025,200037,김병지 거미손 풀확장 일체형 코일카매트,생활용품,61800,11632000,2019-04-12 00:00:00,11632000,60
10321,2019-04-12 06:40:00,20,100017,200027,[플로쥬] 트윙클 아일렛 스니커즈,잡화,39000,41472000,2019-04-12 00:00:00,41472000,60
10327,2019-04-12 07:40:00,20,100347,201086,스피드랙 베이직 4단 1+1,생활용품,118000,30269000,2019-04-12 00:00:00,30269000,60
10326,2019-04-12 07:40:00,20,100347,201084,스피드랙 베이직 4단,생활용품,78000,3416000,2019-04-12 00:00:00,3416000,60
10330,2019-04-12 08:40:00,20,100635,201945,바로바로 무선청소기,생활용품,89000,27917000,2019-04-12 00:00:00,27917000,60
10336,2019-04-12 09:40:00,20,100251,200856,K-SWISS 여성에어핏트랙수트,의류,89000,20231000,2019-04-12 00:00:00,20231000,120
10335,2019-04-12 09:40:00,20,100251,200845,K-SWISS 남성에어핏트랙수트,의류,89000,33559000,2019-04-12 00:00:00,33559000,120
10345,2019-04-12 10:40:00,20,100837,202479,일시불 쿠쿠전기밥솥 10인용,주방,208000,14740000,2019-04-12 00:00:00,14740000,60
10348,2019-04-12 10:40:00,20,100837,202469,무이자 쿠쿠전기밥솥 6인용,주방,208000,5471000,2019-04-12 00:00:00,5471000,60
10347,2019-04-12 10:40:00,20,100837,202472,일시불  쿠쿠전기밥솥 6인용,주방,198000,5209000,2019-04-12 00:00:00,5209000,60
10346,2019-04-12 10:40:00,20,100837,202466,무이자 쿠쿠전기밥솥 10인용,주방,218000,12220000,2019-04-12 00:00:00,12220000,60
10350,2019-04-12 11:30:00,30,100629,201936,오렐리안 풍기인견 란쥬패키지,속옷,99900,52290000,2019-04-12 00:00:00,52290000,60
10353,2019-04-12 12:40:00,20,100478,201453,파뷔에 항균도마 1+1세트,주방,49800,49084000,2019-04-12 00:00:00,49084000,60
10358,2019-04-12 13:40:00,20,100749,202190,레코바 남성 다이얼워킹화세트,잡화,54900,16663000,2019-04-12 00:00:00,16663000,60
10359,2019-04-12 13:40:00,20,100749,202194,레코바 여성 다이얼워킹화세트,잡화,54900,12572000,2019-04-12 00:00:00,12572000,60
10362,2019-04-12 14:40:00,20,100074,200200,비버리힐스폴로클럽 남성기초세트(골드+플라),이미용,39800,34524000,2019-04-12 00:00:00,34524000,60
10365,2019-04-12 15:40:00,20,100718,202105,로베르타 디 까메리노 수피마 코튼 프리컷 브라팬티,속옷,89900,36242000,2019-04-12 00:00:00,36242000,60
10368,2019-04-12 16:40:00,20,100642,201961,[본죽] 그때 그 쇠고기 장조림 세트(총 13팩),농수축,49900,42293000,2019-04-12 00:00:00,42293000,60
10371,2019-04-12 17:40:00,20,100517,201584,해피콜  IH 진공 스텐 냄비 에디션,주방,119000,45992000,2019-04-12 00:00:00,45992000,60
10374,2019-04-12 18:40:00,20,100253,200864,안동간고등어 20팩,농수축,30900,54189000,2019-04-12 00:00:00,54189000,60
10377,2019-04-12 19:40:00,20,100809,202394,CERINI by PAT 남성 캐주얼 셔츠 4종,의류,69900,31837000,2019-04-12 00:00:00,31837000,60
10393,2019-04-12 20:40:00,20,100500,201503,(무) 삼익가구 LED 제니비 서랍형 침대 Q,가구,599000,5943000,2019-04-12 00:00:00,5943000,60
10391,2019-04-12 20:40:00,20,100500,201504,(무) 삼익가구 LED 제니비 서랍형 침대 SS,가구,549000,8146000,2019-04-12 00:00:00,8146000,60
10392,2019-04-12 20:40:00,20,100500,201509,(일) 삼익가구 LED 제니비 서랍형 침대 Q,가구,549000,6794000,2019-04-12 00:00:00,6794000,60
10395,2019-04-12 20:40:00,20,100500,201502,(무) 삼익가구 LED 제니비 서랍형 침대 K,가구,649000,6433000,2019-04-12 00:00:00,6433000,60
10394,2019-04-12 20:40:00,20,100500,201508,(일) 삼익가구 LED 제니비 서랍형 침대 K,가구,599000,13305000,2019-04-12 00:00:00,13305000,60
10390,2019-04-12 20:40:00,20,100500,201510,(일) 삼익가구 LED 제니비 서랍형 침대 SS,가구,499000,15985000,2019-04-12 00:00:00,15985000,60
10404,2019-04-12 21:30:00,30,100502,201521,(무) 한샘 하이바스 내추럴 기본형,가구,3390000,41459000,2019-04-12 00:00:00,41459000,60
10407,2019-04-12 21:30:00,30,100502,201556,(일)한샘 하이바스 내추럴 하부장형,가구,3321000,50000,2019-04-12 00:00:00,50000,60
10410,2019-04-12 21:30:00,30,100502,201537,(무)한샘 하이바스 내추럴 하부장 + 키큰장,가구,3990000,8173000,2019-04-12 00:00:00,8173000,60
10406,2019-04-12 21:30:00,30,100502,201538,(무)한샘 하이바스 내추럴 하부장형,가구,3690000,50000,2019-04-12 00:00:00,50000,60
10411,2019-04-12 21:30:00,30,100502,201555,(일)한샘 하이바스 내추럴 하부장 + 키큰장,가구,3591000,50000,2019-04-12 00:00:00,50000,60
10405,2019-04-12 21:30:00,30,100502,201553,(일)한샘 하이바스 내추럴 기본형,가구,3051000,18685000,2019-04-12 00:00:00,18685000,60
10408,2019-04-12 21:30:00,30,100502,201536,(무)한샘 하이바스 내추럴 기본형 + 키큰장,가구,3690000,15078000,2019-04-12 00:00:00,15078000,60
10409,2019-04-12 21:30:00,30,100502,201554,(일)한샘 하이바스 내추럴 기본형 + 키큰장,가구,3321000,50000,2019-04-12 00:00:00,50000,60
10430,2019-04-12 22:40:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,33619000,2019-04-12 00:00:00,33619000,60
10432,2019-04-12 22:40:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,50000,2019-04-12 00:00:00,50000,60
10431,2019-04-12 22:40:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,23876000,2019-04-12 00:00:00,23876000,60
10434,2019-04-12 22:40:00,20,100148,200524,일시불 LG 울트라HD TV 75UK6200KNB,가전,2800000,20826000,2019-04-12 00:00:00,20826000,60
10429,2019-04-12 22:40:00,20,100148,200434,무이자 LG 울트라HD TV 55UK6800HNC,가전,1430000,3595000,2019-04-12 00:00:00,3595000,60
10435,2019-04-12 22:40:00,20,100148,200456,무이자 LG 울트라HD TV 75UK6200KNB,가전,3090000,15322000,2019-04-12 00:00:00,15322000,60
10428,2019-04-12 22:40:00,20,100148,200501,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000,12843000,2019-04-12 00:00:00,12843000,60
10433,2019-04-12 22:40:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,50000,2019-04-12 00:00:00,50000,60
10441,2019-04-12 23:40:00,20,100150,200465,무이자 LG 통돌이 세탁기,가전,489000,26491000,2019-04-12 00:00:00,26491000,60
10440,2019-04-12 23:40:00,20,100150,200533,일시불 LG 통돌이 세탁기,가전,439000,23680000,2019-04-12 00:00:00,23680000,60
10445,2019-04-13 01:30:00,20,100736,202163,김병만의 정글피싱  낚시세트,생활용품,149000,31302000,2019-04-13 00:00:00,31302000,50
10450,2019-04-13 06:40:00,20,100162,200571,트레스패스 여성 다이얼 트레킹화 세트,잡화,49800,16813000,2019-04-13 00:00:00,16813000,60
10451,2019-04-13 06:40:00,20,100162,200567,트레스패스 남성 다이얼 트레킹화 세트,잡화,49800,18845000,2019-04-13 00:00:00,18845000,60
10454,2019-04-13 07:40:00,20,100466,201432,디키즈 윈드브레이커1종,의류,44000,44564000,2019-04-13 00:00:00,44564000,60
10457,2019-04-13 08:40:00,20,100776,202269,뷰티플렉스 풍기인견 브라탑패키지,속옷,69900,59449000,2019-04-13 00:00:00,59449000,60
10464,2019-04-13 09:30:00,30,100735,202159,[안드레아바나]리얼카이만 악어 바디 숄더백,잡화,178000,17242000,2019-04-13 00:00:00,17242000,60
10463,2019-04-13 09:30:00,30,100735,202156,(무)[안드레아바나]리얼카이만 악어 토트백,잡화,458000,15099000,2019-04-13 00:00:00,15099000,60
10465,2019-04-13 09:30:00,30,100735,202161,[안드레아바나]리얼카이만 악어 테일 숄더백,잡화,178000,6279000,2019-04-13 00:00:00,6279000,60
10462,2019-04-13 09:30:00,30,100735,202157,(일)[안드레아바나]리얼카이만 악어 토트백,잡화,438000,20078000,2019-04-13 00:00:00,20078000,60
10468,2019-04-13 10:40:00,20,100185,201963,2019 S/S 엘리자베스아덴 선글라스 2종,잡화,49900,65627000,2019-04-13 00:00:00,65627000,60
10471,2019-04-13 11:40:00,20,100088,200236,에코라믹 통주물 스톤 냄비세트,주방,60900,64142000,2019-04-13 00:00:00,64142000,60
10481,2019-04-13 12:40:00,20,100448,201380,무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,178000,14773000,2019-04-13 00:00:00,14773000,60
10482,2019-04-13 12:40:00,20,100448,201388,일시불 쿠첸 압력밥솥 6인용 (A1),주방,148000,12748000,2019-04-13 00:00:00,12748000,60
10480,2019-04-13 12:40:00,20,100448,201387,일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000,21720000,2019-04-13 00:00:00,21720000,60
10483,2019-04-13 12:40:00,20,100448,201381,무이자 쿠첸 압력밥솥 6인용 (A1),주방,158000,3458000,2019-04-13 00:00:00,3458000,60
10488,2019-04-13 13:40:00,20,100251,200845,K-SWISS 남성에어핏트랙수트,의류,89000,52536000,2019-04-13 00:00:00,52536000,60
10489,2019-04-13 13:40:00,20,100251,200856,K-SWISS 여성에어핏트랙수트,의류,89000,25701000,2019-04-13 00:00:00,25701000,60
10494,2019-04-13 14:40:00,20,100097,200269,일시불 올리고 가스와이드그릴  프리미엄형,주방,119000,23898000,2019-04-13 00:00:00,23898000,60
10495,2019-04-13 14:40:00,20,100097,200265,무이자 올리고 가스와이드그릴레인지 프리미엄형,주방,129000,12680000,2019-04-13 00:00:00,12680000,60
10498,2019-04-13 15:40:00,20,100478,201453,파뷔에 항균도마 1+1세트,주방,49800,69944000,2019-04-13 00:00:00,69944000,60
10501,2019-04-13 16:40:00,20,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800,54162000,2019-04-13 00:00:00,54162000,60
10504,2019-04-13 17:40:00,20,100283,200912,실크트리 풍기인견 데일리 쿨 이지탑 패키지,속옷,44000,50031000,2019-04-13 00:00:00,50031000,60
10506,2019-04-13 18:50:00,30,100493,201491,하나투어 북해도(190413),무형,0,0,2019-04-13 00:00:00,0,120
10507,2019-04-13 19:20:00,20,100849,202510,멋진밥상 흥양농협 쌀 20kg,농수축,59900,34676000,2019-04-13 00:00:00,34676000,20
10509,2019-04-13 20:00:00,20,100450,201392,코튼데이 유기농 순면 마스크 KF94 60매,생활용품,39900,15371000,2019-04-13 00:00:00,15371000,40
10524,2019-04-13 21:00:00,20,100575,201742,일시불 삼성 UHD TV UN65NU7050F,가전,1700000,5173000,2019-04-13 00:00:00,5173000,60
10526,2019-04-13 21:00:00,20,100575,201746,일시불 삼성 UHD TV UN75NU7050F,가전,2700000,50000,2019-04-13 00:00:00,50000,60
10527,2019-04-13 21:00:00,20,100575,201692,무이자 삼성 UHD TV UN75NU7050F,가전,2880000,50000,2019-04-13 00:00:00,50000,60
10522,2019-04-13 21:00:00,20,100575,201738,일시불 삼성 UHD TV UN55NU7050F,가전,1000000,24061000,2019-04-13 00:00:00,24061000,60
10525,2019-04-13 21:00:00,20,100575,201688,무이자 삼성 UHD TV UN65NU7050F,가전,1800000,21757000,2019-04-13 00:00:00,21757000,60
10523,2019-04-13 21:00:00,20,100575,201685,무이자 삼성 UHD TV UN55NU7050F,가전,1080000,16330000,2019-04-13 00:00:00,16330000,60
10532,2019-04-13 22:00:00,20,100155,200555,일시불 LG전자 매직스페이스 냉장고,가전,1409000,34305000,2019-04-13 00:00:00,34305000,60
10533,2019-04-13 22:00:00,20,100155,200488,무이자 LG전자 매직스페이스 냉장고,가전,1549000,25172000,2019-04-13 00:00:00,25172000,60
10536,2019-04-13 23:00:00,20,100607,201879,푸마 드라이셀 퓨징 브라세트 패키지,속옷,139000,44885000,2019-04-13 00:00:00,44885000,60
10541,2019-04-13 23:40:00,20,100182,200615,일시불 선일금고 이볼브 시리즈 EV-040,생활용품,450000,22908000,2019-04-13 00:00:00,22908000,40
10543,2019-04-13 23:40:00,20,100182,200614,일시불 선일금고 이볼브 시리즈 EV-020,생활용품,400000,5527000,2019-04-13 00:00:00,5527000,40
10544,2019-04-13 23:40:00,20,100182,200612,무이자 선일금고 이볼브 시리즈 EV-020,생활용품,440000,50000,2019-04-13 00:00:00,50000,40
10542,2019-04-13 23:40:00,20,100182,200613,무이자 선일금고 이볼브 시리즈 EV-040,생활용품,490000,1724000,2019-04-13 00:00:00,1724000,40
10547,2019-04-14 00:00:00,20,100182,200614,일시불 선일금고 이볼브 시리즈 EV-020,생활용품,400000,1410000,2019-04-14 00:00:00,1410000,20
10546,2019-04-14 00:00:00,20,100182,200613,무이자 선일금고 이볼브 시리즈 EV-040,생활용품,490000,11499000,2019-04-14 00:00:00,11499000,20
10545,2019-04-14 00:00:00,20,100182,200615,일시불 선일금고 이볼브 시리즈 EV-040,생활용품,450000,24171000,2019-04-14 00:00:00,24171000,20
10548,2019-04-14 00:00:00,20,100182,200612,무이자 선일금고 이볼브 시리즈 EV-020,생활용품,440000,50000,2019-04-14 00:00:00,50000,20
10555,2019-04-14 06:40:00,20,100792,202353,"속초명물 티각태각 부각 6종, 30봉",농수축,40900,16007000,2019-04-14 00:00:00,16007000,60
10558,2019-04-14 07:40:00,20,100779,202276,쿠미투니카 라이크라 보정 레이스멀티팬티,속옷,39900,53309000,2019-04-14 00:00:00,53309000,100
10564,2019-04-14 08:40:00,20,100596,201830,컬럼비아 여성 베이스레이어 5종,속옷,69000,17228000,2019-04-14 00:00:00,17228000,60
10563,2019-04-14 08:40:00,20,100596,201828,컬럼비아 남성 베이스레이어 5종,속옷,79000,58454000,2019-04-14 00:00:00,58454000,60
10567,2019-04-14 09:40:00,20,100808,202378,CERINI by PAT 남성 스프링 릴렉스 팬츠 3종,의류,69900,98808000,2019-04-14 00:00:00,98808000,60
10580,2019-04-14 10:40:00,20,100575,201738,일시불 삼성 UHD TV UN55NU7050F,가전,1000000,18058000,2019-04-14 00:00:00,18058000,60
10581,2019-04-14 10:40:00,20,100575,201685,무이자 삼성 UHD TV UN55NU7050F,가전,1080000,19543000,2019-04-14 00:00:00,19543000,60
10582,2019-04-14 10:40:00,20,100575,201742,일시불 삼성 UHD TV UN65NU7050F,가전,1700000,10327000,2019-04-14 00:00:00,10327000,60
10584,2019-04-14 10:40:00,20,100575,201746,일시불 삼성 UHD TV UN75NU7050F,가전,2700000,8205000,2019-04-14 00:00:00,8205000,60
10585,2019-04-14 10:40:00,20,100575,201692,무이자 삼성 UHD TV UN75NU7050F,가전,2880000,8751000,2019-04-14 00:00:00,8751000,60
10583,2019-04-14 10:40:00,20,100575,201688,무이자 삼성 UHD TV UN65NU7050F,가전,1800000,16391000,2019-04-14 00:00:00,16391000,60
10591,2019-04-14 11:40:00,20,100251,200856,K-SWISS 여성에어핏트랙수트,의류,89000,29750000,2019-04-14 00:00:00,29750000,60
10590,2019-04-14 11:40:00,20,100251,200845,K-SWISS 남성에어핏트랙수트,의류,89000,56305000,2019-04-14 00:00:00,56305000,60
10596,2019-04-14 12:40:00,20,100749,202190,레코바 남성 다이얼워킹화세트,잡화,54900,27904000,2019-04-14 00:00:00,27904000,60
10597,2019-04-14 12:40:00,20,100749,202194,레코바 여성 다이얼워킹화세트,잡화,54900,19048000,2019-04-14 00:00:00,19048000,60
10608,2019-04-14 13:40:00,20,100837,202472,일시불  쿠쿠전기밥솥 6인용,주방,198000,8140000,2019-04-14 00:00:00,8140000,60
10609,2019-04-14 13:40:00,20,100837,202469,무이자 쿠쿠전기밥솥 6인용,주방,208000,3918000,2019-04-14 00:00:00,3918000,60
10606,2019-04-14 13:40:00,20,100837,202479,일시불 쿠쿠전기밥솥 10인용,주방,208000,29445000,2019-04-14 00:00:00,29445000,60
10607,2019-04-14 13:40:00,20,100837,202466,무이자 쿠쿠전기밥솥 10인용,주방,218000,30065000,2019-04-14 00:00:00,30065000,60
10611,2019-04-14 14:30:00,30,100305,200989,오모떼 프런트후크 프레쉬 데오브라 시즌3,속옷,89000,75024000,2019-04-14 00:00:00,75024000,60
10614,2019-04-14 15:40:00,20,100322,201479,국내산 손질갑오징어 8팩,농수축,49900,87540000,2019-04-14 00:00:00,87540000,60
10617,2019-04-14 16:40:00,20,100074,200200,비버리힐스폴로클럽 남성기초세트(골드+플라),이미용,39800,93173000,2019-04-14 00:00:00,93173000,60
10620,2019-04-14 17:40:00,20,100088,200236,에코라믹 통주물 스톤 냄비세트,주방,60900,59890000,2019-04-14 00:00:00,59890000,60
10621,2019-04-14 18:00:00,20,100849,202510,멋진밥상 흥양농협 쌀 20kg,농수축,59900,47024000,2019-04-14 00:00:00,47024000,20
10623,2019-04-14 18:50:00,30,100493,201491,하나투어 북해도(190413),무형,0,0,2019-04-14 00:00:00,0,120
10626,2019-04-14 20:00:00,20,100231,200819,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800,78186000,2019-04-14 00:00:00,78186000,60
10632,2019-04-14 21:00:00,20,100150,200465,무이자 LG 통돌이 세탁기,가전,489000,45161000,2019-04-14 00:00:00,45161000,60
