,방송일시,노출(분),마더코드,상품코드,상품명,상품군,판매단가,취급액,날짜,이익,누적노출
13977,2019-05-12 21:00:00,20,100148,200434,무이자 LG 울트라HD TV 55UK6800HNC,가전,1430000,13207000,2019-05-12 00:00:00,6579000,60
14123,2019-05-13 21:40:00,20,100148,200434,무이자 LG 울트라HD TV 55UK6800HNC,가전,1430000,3362000,2019-05-13 00:00:00,-3266000,60
14497,2019-05-16 22:40:00,20,100148,200434,무이자 LG 울트라HD TV 55UK6800HNC,가전,1430000,6675000,2019-05-16 00:00:00,-9844000,60
14699,2019-05-18 21:00:00,20,100148,200434,무이자 LG 울트라HD TV 55UK6800HNC,가전,1430000,9918000,2019-05-18 00:00:00,6556000,60
14812,2019-05-19 22:00:00,20,100148,200434,무이자 LG 울트라HD TV 55UK6800HNC,가전,1430000,23121000,2019-05-19 00:00:00,13180000,60
14942,2019-05-20 21:40:00,20,100148,200434,무이자 LG 울트라HD TV 55UK6800HNC,가전,1430000,16566000,2019-05-20 00:00:00,9891000,60
15076,2019-05-21 22:40:00,20,100148,200434,무이자 LG 울트라HD TV 55UK6800HNC,가전,1430000,6628000,2019-05-21 00:00:00,6578000,60
15273,2019-05-23 21:40:00,20,100148,200434,무이자 LG 울트라HD TV 55UK6800HNC,가전,1430000,16519000,2019-05-23 00:00:00,6578000,60
15510,2019-05-25 23:00:00,20,100148,200434,무이자 LG 울트라HD TV 55UK6800HNC,가전,1430000,50000,2019-05-25 00:00:00,-6602000,60
15608,2019-05-26 21:40:00,20,100148,200434,무이자 LG 울트라HD TV 55UK6800HNC,가전,1430000,13253000,2019-05-26 00:00:00,6578000,60
16314,2019-06-02 22:00:00,20,100148,200434,무이자 LG 울트라HD TV 55UK6800HNC,가전,1430000,12827000,2019-06-02 00:00:00,9588000,60
16882,2019-06-07 22:40:00,20,100148,200434,무이자 LG 울트라HD TV 55UK6800HNC,가전,1430000,12805000,2019-06-07 00:00:00,-45000,60
17074,2019-06-09 22:00:00,20,100148,200434,무이자 LG 울트라HD TV 55UK6800HNC,가전,1430000,6450000,2019-06-09 00:00:00,23000,60
7600,2019-03-18 23:40:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,43189000,2019-03-18 00:00:00,-102000,60
8711,2019-03-29 21:40:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,60470000,2019-03-29 00:00:00,-25000,60
8976,2019-03-31 23:00:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,43265000,2019-03-31 00:00:00,-4263000,60
9083,2019-04-01 22:40:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,79709000,2019-04-01 00:00:00,50329000,60
9224,2019-04-02 23:40:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,16810000,2019-04-02 00:00:00,-25000,60
9464,2019-04-04 23:40:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,16810000,2019-04-04 00:00:00,4165000,60
9700,2019-04-06 22:00:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,46164000,2019-04-06 00:00:00,8379000,60
9847,2019-04-07 23:00:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,37760000,2019-04-07 00:00:00,4165000,60
9965,2019-04-08 21:40:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,75544000,2019-04-08 00:00:00,46164000,60
10179,2019-04-10 22:40:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,58784000,2019-04-10 00:00:00,41974000,60
10430,2019-04-12 22:40:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,33619000,2019-04-12 00:00:00,25164000,60
10660,2019-04-14 23:00:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,88039000,2019-04-14 00:00:00,62849000,60
10781,2019-04-15 22:40:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,37785000,2019-04-15 00:00:00,-12569000,60
11003,2019-04-17 21:40:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,54569000,2019-04-17 00:00:00,25189000,60
11275,2019-04-19 22:40:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,25190000,2019-04-19 00:00:00,16760000,60
11489,2019-04-21 23:00:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,25190000,2019-04-21 00:00:00,4190000,60
11957,2019-04-25 22:40:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,25239000,2019-04-25 00:00:00,4239000,60
12049,2019-04-26 20:40:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,41999000,2019-04-26 00:00:00,29379000,60
12274,2019-04-28 23:00:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,42024000,2019-04-28 00:00:00,25214000,60
12587,2019-05-01 23:40:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,35282000,2019-05-01 00:00:00,-11767000,60
12824,2019-05-03 22:40:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,19646000,2019-05-03 00:00:00,-3892000,60
12882,2019-05-04 09:40:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,15755000,2019-05-04 00:00:00,3961000,60
13089,2019-05-05 22:00:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,15709000,2019-05-05 00:00:00,-3937000,60
13222,2019-05-06 21:40:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,62708000,2019-05-06 00:00:00,31294000,120
13477,2019-05-08 22:40:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,31367000,2019-05-08 00:00:00,7806000,60
13850,2019-05-11 22:00:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,27476000,2019-05-11 00:00:00,-3891000,60
13978,2019-05-12 21:00:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,19623000,2019-05-12 00:00:00,7829000,60
14124,2019-05-13 21:40:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,19623000,2019-05-13 00:00:00,11744000,60
14498,2019-05-16 22:40:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,11794000,2019-05-16 00:00:00,-15659000,60
14700,2019-05-18 21:00:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,62708000,2019-05-18 00:00:00,50891000,60
14813,2019-05-19 22:00:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,19623000,2019-05-19 00:00:00,3914000,60
14943,2019-05-20 21:40:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,31367000,2019-05-20 00:00:00,11744000,60
15077,2019-05-21 22:40:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,39197000,2019-05-21 00:00:00,27380000,60
15274,2019-05-23 21:40:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,23538000,2019-05-23 00:00:00,-11813000,60
15511,2019-05-25 23:00:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,7879000,2019-05-25 00:00:00,-15705000,60
15609,2019-05-26 21:40:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,39220000,2019-05-26 00:00:00,19597000,60
16315,2019-06-02 22:00:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,34206000,2019-06-02 00:00:00,30361000,60
16883,2019-06-07 22:40:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,19025000,2019-06-07 00:00:00,-15225000,60
17075,2019-06-09 22:00:00,20,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,26638000,2019-06-09 00:00:00,-7590000,60
7601,2019-03-18 23:40:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,14753000,2019-03-18 00:00:00,-14728000,60
8712,2019-03-29 21:40:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,44235000,2019-03-29 00:00:00,14779000,60
8977,2019-03-31 23:00:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,14753000,2019-03-31 00:00:00,-25000,60
9084,2019-04-01 22:40:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,19091000,2019-04-01 00:00:00,-4760000,60
9225,2019-04-02 23:40:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,14355000,2019-04-02 00:00:00,-14281000,60
9465,2019-04-04 23:40:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,9570000,2019-04-04 00:00:00,4760000,60
9701,2019-04-06 22:00:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,4835000,2019-04-06 00:00:00,-19041000,60
9848,2019-04-07 23:00:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,57222000,2019-04-07 00:00:00,42842000,60
9966,2019-04-08 21:40:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,28686000,2019-04-08 00:00:00,19116000,60
10180,2019-04-10 22:40:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,23851000,2019-04-10 00:00:00,9496000,60
10431,2019-04-12 22:40:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,23876000,2019-04-12 00:00:00,19066000,60
10661,2019-04-14 23:00:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,62032000,2019-04-14 00:00:00,52437000,60
10782,2019-04-15 22:40:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,23925000,2019-04-15 00:00:00,4809000,60
11004,2019-04-17 21:40:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,19091000,2019-04-17 00:00:00,-4785000,60
11276,2019-04-19 22:40:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,19091000,2019-04-19 00:00:00,-9545000,60
11490,2019-04-21 23:00:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,28661000,2019-04-21 00:00:00,9521000,60
11958,2019-04-25 22:40:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,42966000,2019-04-25 00:00:00,33371000,60
12050,2019-04-26 20:40:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,19140000,2019-04-26 00:00:00,24000,60
12275,2019-04-28 23:00:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,14355000,2019-04-28 00:00:00,-19066000,60
12588,2019-05-01 23:40:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,22310000,2019-05-01 00:00:00,4447000,60
12825,2019-05-03 22:40:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,4497000,2019-05-03 00:00:00,-8918000,60
12883,2019-05-04 09:40:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,22310000,2019-05-04 00:00:00,0,60
13090,2019-05-05 22:00:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,26735000,2019-05-05 00:00:00,13343000,60
13223,2019-05-06 21:40:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,26781000,2019-05-06 00:00:00,13366000,120
13478,2019-05-08 22:40:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,8968000,2019-05-08 00:00:00,-4447000,60
13851,2019-05-11 22:00:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,17840000,2019-05-11 00:00:00,8872000,60
13979,2019-05-12 21:00:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,26758000,2019-05-12 00:00:00,22237000,60
14125,2019-05-13 21:40:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,17863000,2019-05-13 00:00:00,13366000,60
14499,2019-05-16 22:40:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,22310000,2019-05-16 00:00:00,13342000,60
14701,2019-05-18 21:00:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,8945000,2019-05-18 00:00:00,8895000,60
14814,2019-05-19 22:00:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,8945000,2019-05-19 00:00:00,-13365000,60
14944,2019-05-20 21:40:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,8945000,2019-05-20 00:00:00,-23000,60
15078,2019-05-21 22:40:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,35676000,2019-05-21 00:00:00,22284000,60
15275,2019-05-23 21:40:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,17886000,2019-05-23 00:00:00,4471000,60
15512,2019-05-25 23:00:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,17886000,2019-05-25 00:00:00,8941000,60
15610,2019-05-26 21:40:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,22310000,2019-05-26 00:00:00,-8941000,60
16316,2019-06-02 22:00:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,17319000,2019-06-02 00:00:00,-4334000,60
16884,2019-06-07 22:40:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,25942000,2019-06-07 00:00:00,12957000,60
17076,2019-06-09 22:00:00,20,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,13007000,2019-06-09 00:00:00,-8691000,60
7602,2019-03-18 23:40:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,50000,2019-03-18 00:00:00,-6356000,60
8713,2019-03-29 21:40:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,50000,2019-03-29 00:00:00,0,60
8978,2019-03-31 23:00:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,50000,2019-03-31 00:00:00,0,60
9085,2019-04-01 22:40:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,50000,2019-04-01 00:00:00,0,60
9226,2019-04-02 23:40:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,6223000,2019-04-02 00:00:00,6173000,60
9466,2019-04-04 23:40:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,50000,2019-04-04 00:00:00,-6198000,60
9702,2019-04-06 22:00:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,6223000,2019-04-06 00:00:00,0,60
9849,2019-04-07 23:00:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,6223000,2019-04-07 00:00:00,6173000,60
9967,2019-04-08 21:40:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,12446000,2019-04-08 00:00:00,6223000,60
10181,2019-04-10 22:40:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,6223000,2019-04-10 00:00:00,6173000,60
10432,2019-04-12 22:40:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,50000,2019-04-12 00:00:00,-6173000,60
10662,2019-04-14 23:00:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,50000,2019-04-14 00:00:00,0,60
10783,2019-04-15 22:40:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,50000,2019-04-15 00:00:00,-18545000,60
11005,2019-04-17 21:40:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,50000,2019-04-17 00:00:00,0,60
11277,2019-04-19 22:40:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,6223000,2019-04-19 00:00:00,6173000,60
11491,2019-04-21 23:00:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,50000,2019-04-21 00:00:00,-6173000,60
11959,2019-04-25 22:40:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,6223000,2019-04-25 00:00:00,0,60
12051,2019-04-26 20:40:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,50000,2019-04-26 00:00:00,0,60
12276,2019-04-28 23:00:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,6223000,2019-04-28 00:00:00,6173000,60
12589,2019-05-01 23:40:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,11585000,2019-05-01 00:00:00,11535000,60
12826,2019-05-03 22:40:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,5818000,2019-05-03 00:00:00,5768000,60
12884,2019-05-04 09:40:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,50000,2019-05-04 00:00:00,0,60
13091,2019-05-05 22:00:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,50000,2019-05-05 00:00:00,-5791000,60
13224,2019-05-06 21:40:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,50000,2019-05-06 00:00:00,0,120
13479,2019-05-08 22:40:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,50000,2019-05-08 00:00:00,0,60
13852,2019-05-11 22:00:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,5818000,2019-05-11 00:00:00,5768000,60
13980,2019-05-12 21:00:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,50000,2019-05-12 00:00:00,0,60
14126,2019-05-13 21:40:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,5818000,2019-05-13 00:00:00,5768000,60
14500,2019-05-16 22:40:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,50000,2019-05-16 00:00:00,0,60
14702,2019-05-18 21:00:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,50000,2019-05-18 00:00:00,-5768000,60
14815,2019-05-19 22:00:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,23121000,2019-05-19 00:00:00,17303000,60
14945,2019-05-20 21:40:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,50000,2019-05-20 00:00:00,0,60
15079,2019-05-21 22:40:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,5818000,2019-05-21 00:00:00,5768000,60
15276,2019-05-23 21:40:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,5818000,2019-05-23 00:00:00,5768000,60
15513,2019-05-25 23:00:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,5841000,2019-05-25 00:00:00,5791000,60
15611,2019-05-26 21:40:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,50000,2019-05-26 00:00:00,0,60
16317,2019-06-02 22:00:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,5642000,2019-06-02 00:00:00,-11205000,60
16885,2019-06-07 22:40:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,50000,2019-06-07 00:00:00,-11206000,60
17077,2019-06-09 22:00:00,20,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,50000,2019-06-09 00:00:00,0,60
7603,2019-03-18 23:40:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,50000,2019-03-18 00:00:00,0,60
8714,2019-03-29 21:40:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,7146000,2019-03-29 00:00:00,0,60
8979,2019-03-31 23:00:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,50000,2019-03-31 00:00:00,0,60
9086,2019-04-01 22:40:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,50000,2019-04-01 00:00:00,0,60
9227,2019-04-02 23:40:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,50000,2019-04-02 00:00:00,-13785000,60
9467,2019-04-04 23:40:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,50000,2019-04-04 00:00:00,0,60
9703,2019-04-06 22:00:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,6942000,2019-04-06 00:00:00,6892000,60
9850,2019-04-07 23:00:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,50000,2019-04-07 00:00:00,0,60
9968,2019-04-08 21:40:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,6942000,2019-04-08 00:00:00,-25000,60
10182,2019-04-10 22:40:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,50000,2019-04-10 00:00:00,-6892000,60
10433,2019-04-12 22:40:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,50000,2019-04-12 00:00:00,0,60
10663,2019-04-14 23:00:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,6942000,2019-04-14 00:00:00,0,60
10784,2019-04-15 22:40:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,6967000,2019-04-15 00:00:00,-6868000,60
11006,2019-04-17 21:40:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,50000,2019-04-17 00:00:00,-13810000,60
11278,2019-04-19 22:40:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,50000,2019-04-19 00:00:00,0,60
11492,2019-04-21 23:00:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,20802000,2019-04-21 00:00:00,20752000,60
11960,2019-04-25 22:40:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,6942000,2019-04-25 00:00:00,6892000,60
12052,2019-04-26 20:40:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,13835000,2019-04-26 00:00:00,6893000,60
12277,2019-04-28 23:00:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,50000,2019-04-28 00:00:00,0,60
12590,2019-05-01 23:40:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,6489000,2019-05-01 00:00:00,6439000,60
12827,2019-05-03 22:40:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,25831000,2019-05-03 00:00:00,19342000,60
12885,2019-05-04 09:40:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,50000,2019-05-04 00:00:00,0,60
13092,2019-05-05 22:00:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,50000,2019-05-05 00:00:00,0,60
13225,2019-05-06 21:40:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,50000,2019-05-06 00:00:00,-6439000,120
13480,2019-05-08 22:40:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,50000,2019-05-08 00:00:00,-6439000,60
13853,2019-05-11 22:00:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,6513000,2019-05-11 00:00:00,6463000,60
13981,2019-05-12 21:00:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,6513000,2019-05-12 00:00:00,6463000,60
14127,2019-05-13 21:40:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,50000,2019-05-13 00:00:00,0,60
14501,2019-05-16 22:40:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,6489000,2019-05-16 00:00:00,6439000,60
14703,2019-05-18 21:00:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,6513000,2019-05-18 00:00:00,6463000,60
14816,2019-05-19 22:00:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,50000,2019-05-19 00:00:00,0,60
14946,2019-05-20 21:40:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,6489000,2019-05-20 00:00:00,6439000,60
15080,2019-05-21 22:40:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,50000,2019-05-21 00:00:00,0,60
15277,2019-05-23 21:40:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,50000,2019-05-23 00:00:00,0,60
15514,2019-05-25 23:00:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,50000,2019-05-25 00:00:00,0,60
15612,2019-05-26 21:40:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,50000,2019-05-26 00:00:00,-6439000,60
16318,2019-06-02 22:00:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,6293000,2019-06-02 00:00:00,6243000,60
16886,2019-06-07 22:40:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,6293000,2019-06-07 00:00:00,6243000,60
17078,2019-06-09 22:00:00,20,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,50000,2019-06-09 00:00:00,-18751000,60
7604,2019-03-18 23:40:00,20,100148,200524,일시불 LG 울트라HD TV 75UK6200KNB,가전,2800000,50000,2019-03-18 00:00:00,-21365000,60
8715,2019-03-29 21:40:00,20,100148,200524,일시불 LG 울트라HD TV 75UK6200KNB,가전,2800000,14319000,2019-03-29 00:00:00,26000,60
8980,2019-03-31 23:00:00,20,100148,200524,일시불 LG 울트라HD TV 75UK6200KNB,가전,2800000,42806000,2019-03-31 00:00:00,21391000,60
9087,2019-04-01 22:40:00,20,100148,200524,일시불 LG 울트라HD TV 75UK6200KNB,가전,2800000,13884000,2019-04-01 00:00:00,-25000,60
9228,2019-04-02 23:40:00,20,100148,200524,일시불 LG 울트라HD TV 75UK6200KNB,가전,2800000,50000,2019-04-02 00:00:00,0,60
9468,2019-04-04 23:40:00,20,100148,200524,일시불 LG 울트라HD TV 75UK6200KNB,가전,2800000,6967000,2019-04-04 00:00:00,6917000,60
9704,2019-04-06 22:00:00,20,100148,200524,일시불 LG 울트라HD TV 75UK6200KNB,가전,2800000,50000,2019-04-06 00:00:00,0,60
9851,2019-04-07 23:00:00,20,100148,200524,일시불 LG 울트라HD TV 75UK6200KNB,가전,2800000,20802000,2019-04-07 00:00:00,13835000,60
9969,2019-04-08 21:40:00,20,100148,200524,일시불 LG 울트라HD TV 75UK6200KNB,가전,2800000,6992000,2019-04-08 00:00:00,-6892000,60
10183,2019-04-10 22:40:00,20,100148,200524,일시불 LG 울트라HD TV 75UK6200KNB,가전,2800000,50000,2019-04-10 00:00:00,0,60
